text,aspect,label
why i still can use remove background,background,1
"because you are on a professional plan, and get an option to upgrade to a higher plan if you wish to use premium emdia",upgrade,1
"i just want to be sure i have an active plan, because i receive a mail telling me that it could not charged my card, but when i check my plan, it says active",mail,0
i use the ipad and while i can type on it,iPad,2
"app is very slow , the page takes too much time to load.",App,2
this is not a video from a template i want to trim,TRIM,1
"hi andy, I am part of a team paid plan - glassworks",paid plan,1
"your pages have issues please fix these, they are sometimes lagging in my pc and when i share at as a webpage the l.",lagging,0
you are not supplying the items ordered even milk and you ate debiting delivery charges when no delivery has been made,Milk,0
i can not show and edit my notes when offline.,notes,0
supply of milk without delivery charge,Supply of milk,2
"Ever since the last app update, if I delete something out of a tab, that tab no longer works for days.",update,0
"App works perfectly - it's very a way to keep an eye on projects/tasks.

",projects,1
there should be promotional activities for existing users not only for new users only.,promotional activities,0
"the ease to operate and make changes to the order, but the complimentary bag that was promised at the time of ordering was never delivered till date.","operate and make changes to the order,",2
"with the lifetime unlimited premium plan, you can get : unlimited videos exports/month unlimited premium videos/month.",exports,1
"If you try to fill in the task name, it will be entered without permission and you will not be able to convert it to kanji etc.",task,1
Stupid the email notifications are set automatically.,email,1
remove service fee or keep it lower for other than diary .,service fee,0
not sure if this is related to ios 14 and xcode 12 but both iphone and ipad apps have a significant lag between text input on the keyboard and text output in the app.,keyboard,0
"when i open the app, it is too slow, when I am using it, it is okay","slow,",0
before it took 40 to 50 seconds to open the app.,app.,2
and i am happy to pay $400,pay,2
how do i return to the workspace?,workspace?,2
"i am editing one scene, another one which i am not editing is being affected.",edit,1
am already paying for milk.. then you should deliver groceries free of cost.,milk..,0
Okay. But missing a whole bunch of great features the website/Mac OS app can do!,Mac,1
every month was taken from my card,card,1
i can not show and edit my notes when offline.,edit,0
"One of the best project management systems to date for yourself and business, and I’ve tried some.",date,1
"There is no desktop app to sync into, either you have to use the browser systematically, or some extension to some other software you may or may not be using.",sync,1
yeah its on time and vegetables and fruits quality are also good in this situation keep it up thanks for giving us necessary items in lockdown,quality,2
"I am not sure if this was the workspace you are talking about but the main page was called ""home"".",workspace,1
"reliable service, great customer service team",customer service,2
"hi stephanie, apologies that the app on your computer did not work.",computer,0
"You won't be able to sign in because it searches Google accounts on your phone and not via browser, like other apps, and what's more, in the app you don't have the option to sign in without sharing your contacts",sharing,1
"everytime i launch my workspace for my team, this happens:",workspace,1
so there is images with editable text,text,1
I love Asana but OMG the IOS app is not the best.,IOS,0
no customization on toolbar.,customization,0
"You want to boost sales functions? Boom!!! 

You want to manage marketing functions? Bang!!!

You want to handle service functions? Bam!!!

Any other function your have a system for to run your business can be organized, tracked and measured with Aidtable!

Spreadsheets on flex! 💪🏼

You can even automate workflows with “Blocks.” Airtable’s automation tool feature.

Encourage any person working at your company to build their own app with Airtable.

There’s so much you can do with this...

Register for a free account and go to “Templates”

Search for “OKR Tracking” and create 3 key results to improve your business now!",Search,1
"a 14 day trial, like the other plans, would work perfect",trial,2
and then the format completely changed and i lost all the data in the table format.,data,0
i want to remove the 10 first sec of the video i imported,IMPORTED,1
easy to place order with excellent delivery,delivery,2
but i switched to unlimited as the promo code was good for all plans.,plans.,1
"but the app could have a better mobile interface (more gesture integration, quick actions and widgets).",widgets).,0
when an order is confirmed please ensure that it is delivered and not canceled.,delivered,0
best feature rich productivity app ever.,app,2
"the fruits and veges are of poor quality.. also, the fruits and veges are damp inside the cover.",fruits,0
"this has made me more productive, and more able to focus on what is important than any other app.",app.,2
delivery charges are too high.,Delivery charges,0
please make delivery charges free for grocery & milk.,grocery,0
you can replace with non-premium media and export it if you want,media,0
This has to be one of the best apps I have ever used since issuing it we have grown to a HUGE company !,company,2
"i mean, i equip fidouat and send them with dough price according to their quality?",price,1
the mobile app is also a little laggy.,mobile app,0
"Love Asana, but latest updates take the app many steps backwards.",latest updates,0
almost everyday we need to call your support for missing items or damaged or expired items delivered.,missing items,0
it is a good app.,app,0
The Best app for team Management.,team,1
fraud company - i paid for 30 days and i received milk only for 29 days and no proper response from customer support.,milk,0
some more offers for old customers,offers,0
need delivery time to time,delivery,0
@typeoneerror @notionhq @obsdmd of could you sync them with the @notionapi?,sync,1
best management tool,Best,2
"haptics, sound design and responsive gesture animation are like a drug for me.",animation,0
0 days since someone asked for @notionhq offline mode,offline mode,1
five months i subscribe milk,milk,0
App repeatedly crashes when changing filtered view on iOS,view,0
"hi julie, from this screen i will have to move to the correct date, click the switch to include the time .",switch,1
"however, i do not see a way to add custom templates to notion without submitting them to the global notion template gallery?",Gallery?,1
This really is a great database and extremely easy to get to grips with.,database,2
Need gallery view in iOS app or maybe if I can use iPad browser to check my data - which right now I can only login in app but not from iPad browser.,browser,0
stop charging delivery fee on the milk packets.,delivery fee,0
"a free trial can only be accessed with a card , but seems you are getting an error",free,2
prompt service great product line up.,Prompt service,2
"well, you will have to manually adjust the duration or media and text after adding into the scene every time",scene,1
@notionanswers @notionhq you can filter tasks then go to the table footer to check the number of.,Filter,1
besides that this is one of the best note taking apps!,note taking apps!,2
hi @notionhq can you pls adopt google calendar's bar thing that let us you know what time it is?,google,1
could i be one of those users with access to the beta program? :),Beta,1
I use it to organize my stories and submissions.,organize,1
image only is filling the center 1/3 of screen,screen,1
this is an app for taking notes.,app,0
where i can download a video i did in my computer to my phone ?,computer,1
when you have a link preview in a column and try to make the width 50%.,preview,1
As someone who Is visually impaired it would be great to be able to increase the text size!,text,0
Air Table is great for organizing stamps and dies.,stamps,1
"ok, relogin now with the same email, and use the password: invideo",password,0
Please add voice capabilities (speech synthesis) and the ability to record your voice.,record,1
"yes, you are already on free trial and can export video without watermark",free,2
I work as a project manager and was doing things the hard way for years with spreadsheets and other organizational aides that took just as long to put together as the actual project.,project,1
"i do not have a laptop or computer anymore, only an ipad",iPad,1
"as soon as i open the app it just stays logo with white background.please help, i know this is a great app",logo,0
and i need to edit just to download 1080p quality.,download,1
"if any particular brand item is not available, while advising that the item is not available, you can mention the other available brand of the same item in the same message.",particular brand,0
"no, you are on the professional plan, look at the article above",plan,1
"it can help you make weekly schedules, to do lists, pages for all your subjects, helpful templates, upload files, and take down notes.","lists,",2
Tried to use app to upload file but couldn’t get attachment column on table to open,attachment,0
love this functionality of this app but mortified to discover that it will not even load without an internet connection.,app,2
delivery person does not call before leaving milk and vegetables outside near the main road (since the independent house is on the main road) 3.,milk,0
would it be easier if i share the other 2 database?,share,1
"Excellent App, I'm sorry I just didn't meet him before",meet,1
the best notes app i have ever used.,app,2
"best app ever , combination of all the powerful apps, best tool for documentation!",app,2
"the delivery fee is too high, i myself want to discontinue",delivery fee,0
service delivery of products,Service,2
i am writing to request access to the notion api beta so that i can try out the automate.io integration.,integration.,2
have you uploaded your logo in the uploads tab?,logo,0
i wish the ipad app was as good as the computer app.,IPad app,2
clearly the best note taking app I have ever used.,note,2
hi i cancelled my subscription because i did not want to pay the 120 + tax for a year,subscription,0
"no doubt, one of the best apps I have ever used, if not the best.",apps,2
they hare now not showing in either workspace?,workspace?,1
"Doesn't allow login, you have a login error, pop-up window is displayed for login, but immediately login options disappear",login,0
"can not even start the app as it displays the n logo and no visible indication of what is happening (no loading bar, no spinning animation, no text, nothing)","spinning animation,",0
time of delivery and prompt customer service,customer service,2
but the app is so slow on the phone and tablet that it feels like the screen has crashed.,tablet,0
Check out your off-Facebook data page to see how disgusting this company is by sharing your usage with them!,sharing,0
this is my biggest database,database,2
switching from @notionhq to @obsdmd due to recent availability issues and no planned offline mode for the near futu.,Switching,0
"i love notion as a whole but the quality of the app, ease of use needs to significantly improve.",ease of use,0
service is not upto mark,Service,0
"compared to other apps like milkbasket or bb daily, offers are less.",apps,0
"I found this app when it became compatible with Siri shortcuts. I was struggling to connect it with my shortcut and reached out to the developers for some assistance.  The app itself is great. It is everything you could hope. Totally user friendly. Simple and streamlined, and also capable of handling very complex and intricate applications as well.  It is also cross platform so it can be truly accessible. Back to my story: I was met promptly with loads of help. And when I responded with some well deserved praises, I was given some swag with a very sincere hand written thank you.  I say this not so that everyone reaches out or get frustrated if you don’t get the response I did, but to point out how important this company is to the people who created this. And it was done so knowing that the user is what will help catapult the company forward by doing exactly what they have done, create an amazing product and ensuring it runs very smooth.  Sucheta, you rock.  And thanks for your help.  Best wishes!",Totally user friendly,2
i love notion but the desktop and android apps are so slow and frequently crash.,Android apps,0
the app crashed once for this extremely simple task on ipad pro 11.,iPad Pro 11.,0
"pathetic customer service! ,",customer service!,0
"it works well on windows, but i just installed it on my phone (android 7)",(Android 7),0
love this app and the idea behind it.,app,2
the vegetables/fruits ordered out a few times were not good quality and not at all fresh.,quality,0
unlimited videos exports/month unlimited premium videos/month.,Premium,2
I don't use Russian until you can use Russian!,Russian,1
i m just trying to edit n download video,edit,1
"transferring writings from mac notes to @notionhq >
makes me feel:",Mac,1
is there a dark mode in the works for the web version of the app?,web,0
@alexandrecadeau @notionhq notion's a great tool for building a product roadmap you will actually use.,roadmap,2
"also, go ahead and make widgets for notification center on macos.",macOS.,0
"unfortunately, the boot time for this app is very slow.",app,0
remove acess membership and service fee.,service fee.,0
best productivity app ever!,app,2
i installed notion on my phone after having tried the web version.,Notion,0
"One of the best or the best in the market, but the cost is still very high.",cost,0
if i go to istock website and do a search and find a picture or a videot here is possible to find same here in plataform?,website,1
"customer service is awful, delivery people do not ring bell after multiple complaints, my money got deducted but it did not reflect in your app and no way to raise that issue with support.",app,0
"however, when i hide the sidebar or switch between full screen, my text shifts meaning that it does not align with the corresponding slide picture.","screen,",1
"could you add an ability to create widgets, that is the only thing i miss in the app.","widgets,",0
in all notion is good but app is not good plz improve mobile apps takes time open,mobile apps,2
the least you can do is to extend the suupr access subscription for failed deliveries,suupr access subscription,0
your delivery of avin milk packets have been undepedable.,Avin milk packets,0
awesome app.,app.,2
edit: they implemented correct views for mobile.,mobile,1
delayed delivery time,Delivery time,0
yes trimmed and ready to go,trimmed,1
let me try with other browser,browser,1
1 dolar = 8.15 tl for me .discount as much as you can,discount,2
how about [ toggle control + to do contorl + number list control ]?,list,1
"now, i just received the desktop app email and was interested up to the point where it is only supported on win and mac.",desktop,2
"the app takes a long time to load on android, which makes it difficult to quickly take notes or ideas on the go.",app,2
i thought i cancelled it last week,cancelled,1
implement free delivery charges or give some discounts if i am recharging monthly,delivery charges,0
i would like to select multiple select options instead of one.,select multiple,1
Airtable is an amazing product on desktop.,desktop,2
icon on the bottom to report any bugs if you see them.,bugs,0
it is like going back in time using this app.,app.,0
i guess I am not hip enough to have my workflow interrupted by relyi.,workflow,0
"i really like this service, but i can not get the information on the mobile version to match up / synchronize with the information on the pc version.",PC version.,0
"Asana has been a god send as I can visually see what I need to do for online courses I’m creating, clients, my home - everything.
",clients,1
but no support for right side alignment like most of note apps.,apps.,2
all items grocery/vegetables price are very high.,grocery/Vegetables price,0
Can't we add reminders to tasks in the free version?,free,1
"Love this app, it help me in many ways with my new project",project,1
"i use firefox entirely, and for some reason they have stopped working.",Firefox,0
Best app for keeping track of multiple things you need to do.,keeping track,2
it prevents users from customizing the app.,app.,0
good service.. useful for covid-19 safe home..,service..,2
and i plan to subscribe the 400 one,subscribe,1
Please dark mode!,dark mode,0
"App should work offline 
",offline,1
hi can you delete the account (free),account,1
supr is known for no delivery charges.,DELIVERY CHARGES.,0
your google login on incognito does not work,INCOGNITO,0
@robscott_uc @notionhq i switched from en and have not looked back,switched,1
"well, i really like the app and although at first i was a bit confused and overwhelmed about how to use it.",app,0
this is going to be that one app that changes everything!,APP,2
"Although it is complicated at first because it has many functions, it is quite complete even in the free version.",free,1
Everyone doesn't have the latest Apple product.,Apple,1
"i did not use this , so i want to delete mu account",account,1
maintaining regularity and prompt delivery.l,prompt delivery.l,0
perhaps one of the most awesome app that has been developed by the developers.,app,2
plz work on the prices offered on fruits and vegetables,vegetables,0
"timely delivery is needed and worst customer support, improve it","customer support,",0
apke product ki price,price,0
delivery time and delivery charges.,delivery charges.,0
"For some time I was looking for an app like this, with templates ready for some jobs...",templates ready,2
I can't log in...,log,0
The website is far far better.,website,2
I am having an issue where each callout created is displaying all red text instead of the default color.,text,0
sorry - the lifetime plan for me on business?,business?,1
"Being a professional and hobbyist software developer, I love this app very much.",developer,1
"please feel free to reach out anytime if you have any questions, suggestions, or feedback!",free,1
"this is intended behavior as of the moment while copying link pages and paste, and i definitely agree that this needs some polishing.",paste,0
this app has the most functionality I have ever seen in a note/meeting/workspace app or whatever you want to call it.,note/meeting/workspace,2
i thought i had already cancelled prior to the trial being over but just noticed the payment,payment,0
one more question: how can i change the style of transition from scene to scene?,scene?,1
but paying annually can i get access to some differentiated or custom structures?,paying,1
it would be great if it had a homesreen widget to link a specific page / favorites / quick note etc.,specific page,0
can you send me a mail for the confirmation os the same?,mail,1
it would be really great if you add this ability to the app.,app.,2
automated text to speech.,Text,2
You don’t get push notifications for your phone.,notifications,1
@miriamgonp @notionhq yo lo voy registrando en una tabla de logros voy anotando los reconocimientos,una,1
and let us make organize my notes better than any other app.,app.,0
"hi, I have already sent a message before, typing is so slow on notion.",slow,0
i installed the app but when i open the app it displays the logo with white screen.,app,2
any video longer than 15 mins will take longer to export,export,0
examples might be: - content within a page - an entire page or pages - an entire workspace - an entire notion account can you also share any relevant page/workspace urls/names or other identifying information?,share,1
Using this for a side project for work,project,1
The new updated version of the App is not working.,updated,0
but i am not quite sure if management would agree to purchase for each member of the team.,purchase,1
on the right --> in animation duration,animation,1
"the app is more than wonderful, but i have two notes, the first is that the app can not modify the name in tables or in some fields where when pressing to write it enlarges and minimizes the options frequently and annoyingly, and the second i hope that the writing feature of the arabic language will be added from right to left, thanks a lot",app,0
"hastle free services of milk, fruits and vegetables.","milk,",2
by communicating clear msg,communicating,0
"prompt, efficient and good quality service",efficient,2
only thing i need is an android widget,android widget,0
"as of the moment, creating the same view of the table that you arranged in alphabetical order and with regular width is not yet possible with our link feature.",table,0
you will have to download from youtube and then upload it and add it on the scene.,youtube,1
"Am failing to log in, and we paid specifically to be using it on mobile, very bad.",mobile,0
and another question that means: 20 remove background credits,background,1
thanks for work on addressing initial feedback of way too slow on mobile.,mobile.,0
improve your application crashed issue,Improve,0
When will be a dark mode in the android app?,android,1
please add more variety of leafy vegetables,variety of leafy vegetables,0
2:30pm cet for a very special session on how to use @notionhq with @raes_tea!!.,how to use,2
"need widgets, pinned pages, and offline pages please provide wigets on android.",wigets,0
how can i change the home language in app ?,home language,0
very bad service & not delivered at all many times,service,0
"need to reduce delivery cost, as we can buy almost 4 liters milk with amount charged for delivery per month.",milk,0
notion is easily one of the best apps I have used in my entire life.,Notion,2
"the page is called ""topic 3: finance"" and is accessed through ""hsc year 12"" > ""business studies"" > ""class notes"" > ""topic 3: finance""","notes""",0
can anyone tell me how to adjust the size of the texts .,texts,0
"do not take advantage of the situation and suddenly add charges like done now ,the timing could have been post lockdown for charges, and ensure everyone gets atleast one packet of milk even of they have ordered for more so that distribution happens equally",charges,0
set the fit type to fit with transparent,transparent,1
how can the mobile app be so terrible when the desktop has so much versatility.,mobile app,0
please can you lookinto project,Project,1
but yet not got the super daily delivery bag.,Delivery bag.,0
"well for now I am going to take the monthly plan, because the truth as i have a lot of development expenses, i find it a bit difficult this month at $ 500, but i do take the option into account, because at the moment one of my platforms starts to generate that it will be throughout the month of may and june","plan,",1
"It’s a little awkward to get started to try to understand how relationships are establish but if you have absolutely no database experience you may have an easier time the people who have used access, corral or Paradox.  

",database,1
i have a lifetime deal of invideo,lifetime,2
Really helpful templates and project bases with sample data that makes sense of their potential uses,Really helpful templates,2
very good & prompt service keep it up dy'oedy',service,0
delivery charges should be nil,Delivery charges,0
"Airtable was a breath of fresh air after decades of Google Sheets but it’s starting to show its age. 

Multiple views are broken on mobile. One can’t edit notes sections because the keyboard covers the viewport. On a 12 pro it’s usually not terrible unless editing one of the bottom three fields but the app is useless on a 12 mini.",Multiple views,0
looking in to more on delivery timing as well as assured the delivery.,delivery timing,0
"i would like to downgrade my account temporarily from business to free, as i am not using it at the moment",business,1
excellent app for note taking and cross platform usability.,app,2
Great app to order projects and tasks,tasks,2
ease of use and polite delivery people,polite delivery people,2
i could crop some scenes but not preview it,preview,0
"dear i can not seem to download my video without watermark, i have upgraded my plan but it is still in bad quality",quality,0
i prioritize tasks.,tasks.,1
gosto da versao pra web.,Gosto,2
"also, is there anyway to be able to edit videos longer than 15 min?",edit,1
"it is difficult to type every time as we have a option to use touch pen (i.e. apple pencil,s-pen).iam more pleasurable if you make this in the app.",Pen,0
the current delivery charges are on the higher side,delivery charges,0
there is a new feature in my ultimate tasks @notionhq template - cold tasks!,template,2
You can’t change the email!!!,email,0
"if you are not the recipient indicated, you are notified that the use, disclosure and/or copying without authorization is prohibited under current legislation.",notified,0
the quality of ur fruits nd vegetables have been lowered.,fruits,0
if once i have placed order then there should not be any change in prices.,prices.,0
"I believe a great feature would allow the user to attach near unlimited images to the notes on one of your lists. 

",lists,1
the customer pl understand customer problem,customer problem,0
to ensure quality and timely delivery.,quality,0
i need to do all editing and upload 100% in the cloud.,cloud.,1
please optimize your app for android,android,0
"can we generate video for facebook ads, facebook story ads, instagram video ads",ads,1
i was happy with notion the moment i learned about it and had my hands on it.,notion,2
notion is the best note apps I have ever used!,Notion,2
love this tool!!,tool!!,2
the haptic feedback vibration is quite weird.,haptic feedback vibration,0
It doesn't hold settings.,settings,1
"hi notion team, any way to create a template in a database with a default date property today?",template,1
otherwise it is good for milk supply,milk,0
the best productivity app ever!,app,2
can you send me the payment link here?,payment,1
"quality of delivery and on time delivery, check if the delivery person who is delivering the product is properly delivering quality product",delivery,0
"apparently, it is per policy that if you want to subscribe to the educational plan, you will be needing to associate your eligible student email along with it.",student,1
no offers cashback promotions or product discounts while starting you given more discounts but now nothing watse,cashback promotions,0
it is sometimes so slow during meetings we switch back to google docs.. :),Google,1
freezes on the splash screen.,splash screen.,0
i would like to be notified whenever it is fixed if possible :),notified,1
duplicating templates does not work anymore.,Templates,0
"is it a visa, mastercard, amex credit card?",card,1
notion is incredible on desktop but is unusable on android - the app takes ~ 70s just to move beyond the splashscreen.,Android,0
Helped me to get a job with the team,team,1
does that only appear when a video has been exported?,exported,1
"i cannot select multiple items on the app, which is super easy on the website.","app,",0
takes so long to open (30-60+ seconds) that i usually give up before it loads,long,0
too long time to open = trash app,APP,2
i installed notion but it never worked at all.,Notion,0
I am using browser from apple phone,phone,1
The app leaves a lot to be desired compared to the desktop version.,desktop,1
Submission posting attachment with text always separate post can't be combine like posting from desktop.,desktop,1
"app must support androids ""multi-window"" api to would better on tablets and resize the app on the screen.",app,0
"on top of that, notion is a really well thought out and intuitive note taking app.",app.,2
it is so slowly after display content,slowly,0
It would be helpful to have a kanban view in mobile.,mobile,1
4 steps to turn @notionhq into the ultimate design inspiration system,design,2
i like notion on the mac/web but the mobile app is way too slow.,Mac/web,2
"when i adjust non premium media , it show also remove watermark",media,0
"I have already set all my pages to have small text, but on the mobile app the text is so large that i can barely see a few lines.","text,",2
why can not i open the app?,app?,0
"this ""new"" timeline feature is something i had been waiting eagerly for a while, since is a great tool to be able to keep track of the progress of each project.",project.,1
in another video i made yes the issue did occur after id downloaded it also,downloaded,1
yes i keep deleting the logo place marker at the top right of the screen but it keeps reappearing.,screen,1
first i suggest adding zoom option maybe with option to switch it off for some people.,zoom option,0
Buggy on new Samsung Tab s7.,Samsung,1
need bag but they are provided any bag i have to wake up at 6 to take the milk,milk,0
service should be improved to 80%.,Service,0
try to give regular deliveries,regular deliveries,0
also you started charging delivery charges without any intimation.,delivery charges,0
"i enjoy notion on desktop very much, but its mobile app on android is virtually unusable.",Notion,2
prompt and efficient service,efficient service,2
@notionhq editing manually also does not update the sum.,Editing,0
@notionhq can i protect my notion contents with a password or a code either on my mobile or computer?,password,1
i wish you could emoji react to documents in @notionhq.,emoji,2
but i am fed-up ofasking green insulated super bag since last5months despite calling customer care for getting bag company is not bothred to give bag totally dissatisfied by company,super bag,0
"love notion, and the ipad app keeps most of the features from desktop -- it is totally functional for my everyday updates and note-taking.",app,2
"it is not like our phones are slow or anything, but it is more to do with the app optimization.",app optimization.,2
Best for database,database,2
"hi, i have bought ltd from appsumo a while ago, but now i am prompted for buying subscription.",bought,1
smartsheets+ trello combined into one.,Smartsheets+,0
"the most important tools in my digital ecosystem are:
 time blocked gcal
 ",blocked,0
improve payment technique,payment technique,0
amazing app loving the layouts.,app,2
ah so did that turn off the volume for just that one scene?,scene?,1
i love notion but the app is terrible.,Notion,2
"1) all orders , payments are being accepted from my mobile no registered with you , but when it comes to contacting yr customer service for raising issues, i am getting a message that this mobile no is not registered one .?",Customer Service,0
service & the way you reach out to your customers and notify them regarding all your on-ground operational challenges.,Service,2
can you increase the upload file size to 3gigs?,upload,1
"Guys, correct locales, in Ukraine is downloading the application in Polish, although previously everything was correct!",downloading,1
most of the time it hangs making the subscriber fatigue,Most of the time it hangs,0
best productivity app ever!,APP,2
including the loading speed and display layout.,display layout.,0
could i get a refund as i cancelled it before april 1st,refund,0
"i have deleted the account, you will need to resend an invitation to  and accept it again",account,1
I would appreciate linux support.,support.,2
"i just would like yo have the option to create columns inside a toggle feature, it would really elevate my productivity game, please consider it.",toggle,1
"that is done, please logout and relogin with -  - same password",login,1
We signed up to a brief trial of Asana but decided it wasn't for us compared to an alternative option we found.,signed,1
original sound not playing,sound,1
select the video clip on the scene and you will get the volume option on the right panel.,volume,0
"too much loading, but i used it for daily using web version.",web version,1
but notion has ever missing feature I have ever wanted.,Notion,2
"it would be really great if there were an ipad version for notion that supports drawing, screen splitting .",iPad version,2
remove supr access and make all free delivery.,delivery.,0
"Airtable (a standard tool where I work) chose something useful to create, but the interface is about a C- in an era when numerous companies have built wonderfully polished productivity tools for the iPad, web, and other platforms.",iPad,1
Widget's Section texts are too big and looks super ugly on my phone screen.,Widget,0
my transition has been loading for almost 3 minutes .is that normal?,transition,0
"As an organizational freak myself, I love the customization and abilities this app has to offer.",customization,2
"uploading a brand logo also does nothing, the logo is not added",Logo,0
spoiled expect for the first day egges.,egges.,0
"my business partner is unable to utilize the ""move to"" tool in our shared notion.",shared,1
delivery boy never puts milk in the bag.,milk,0
regular deliveries.,deliveries.,0
have a better customer service help,customer service,0
that means i can use a premium template and then export it without payment.,pay,0
how to give blur effect on changing scenes,blur,2
but android app is not as fast and snappy as using web or mac app.,android app,0
"App not functioning, crashes when trying to edit entries.",functioning,0
The update broke the bullet and number lists to regular text instead of indentation format.,text,1
like no offline access at all [?],offline access,0
but for a quick note i will use google keep it for a while.,google keep,0
"I hope u know how it feels, when u just write a 3-paragraph essay then suddenly your microsoft word crash and it didn’t save ur work progress.

",crash,0
this app is amazing!,app,2
That Sections can be copied and I give it 5 stars,copied,2
@notionhq @jevakallio seems like database speed and scalability is the main issue with your (bad) performance,database,0
more than 15 seconds in a redmi 6a with miui11.,Redmi 6a,0
"When you go to signup it wants access to all of your contacts.
",wants access,0
"hey, i got charged even though i cancelled my trial",trial,0
"you can also click on the ""try it free"" button there in red.",free,2
"its the same process, select and press delete on the keyboard",delete,1
i would like to delete my account.,account.,1
"The interface is easy and slick, but is extremely limited in terms of organizing data without a hefty pricetag.",interface,1
yeah i have a laptop with me but are not getting the link to edit,edit,0
we are reaching out because the value-added tax (vat) number or goods and services tax (gst) number on file for you is invalid.,file,1
but ipad can not reach any page at all today!,iPad,0
"please update your stock regularly, because most of the items are usually out of stock.",stock.,0
"is separate location, like you can do with a google doc link.",Google,0
always skips grocery items,grocery,0
The website version works fine.,website version works fine,2
looking forward to seeing how my new productivity set up works out! .,productivity,2
"sorry for the delay in response here I have checked this with the team and we recommend you use multiple views, each with a filter (i.e for the design team and review team)",design,2
you shynit take delivery charges which even after covid recovery you have continued,delivery charges,0
"okay i see a free 14 day trial for business and unlimited plans, so",free,2
app dosnt even open and when it does its vary lagy,app,0
can you find it in my projects?,Projects?,1
please add support to android feature such as widget shortcut and share system,Android,0
Make an error when trying to log in.,log,0
"i love the desktop version and have found it truly revolutionary, but the same cannot be said for this android app.",android app.,0
i just download this app for a couple of minutes and fall in love with it.,app,2
"the search engine indexing allows your public shared pages to appear on in search engines such as google, but only if you or someone else links to it somewhere in the web.",web.,1
currently preparing the onboarding of a new team member by setting up task related wiki pages and screen recordings.,task,1
we started using this at work.,started using,2
"surpassed my expectations to get it all in one place
organize like.",Organize,2
can you tell me why my istock limit has not reset to 0?,iStock,0
shared a video on youtube yesterday and did not recieve an email letting me know that it was published yet,youtube,1
i really love notion but recently the app is really slow on its animations with a lot of glitches.,app,0
"i guess i could not use command+p to search the content inside the table; i personally like to put description and remarks in the table because i could see the information without opening a page while using ""table databases"" in notion.",opening,1
the desktop app is slow now,desktop app,0
it is taking forever just to delete a scene.,scene.,1
i have appsumo lifetime account,Appsumo,1
I was working and m asked to log in again,log,0
the app is powerful.,app,2
you guys are charging delivery fee worst thing.,delivery fee,0
"I need color... is there a way to color code task, assignments... something?",task,1
features access to 3500+ curated templates full access to image library full access to standard video library 120 istock images and videos free access to creator club's (premium) templates all future updates,Image,2
early morning delivery,morning delivery,2
I will go ahead and add your vote to prioritize better copy/paste support using ios.,paste,0
love the product not so much love the mobile app.,mobile app.,0
"but i did not even want to get a subscription plan, i just wanted to see the trial.","plan,",0
i use apple notes (sync between my mac / iphone with icloud) as it is the fast.,Apple,1
"upon restarting the app, synchro works fine and all previous edits are lost.","app,",0
one of the big plus was the integration with onedrive and outlook.,integration,2
faster resolution of queries and issues,queries,0
why can not this work like a normal spreadsheet?,spreadsheet?,0
products availability and delivery,delivery,0
"hi, i tried many different card but still keeps saying check the card details.",card,1
"There is little similarity between the iOS version and desktop version; many views are unsupported, or groupings are lost.",iOS,1
i can not remove the picture that for pner my image,picture,0
i am wondering how i list all subpages for a page on a page,list,0
"with th latest update this app has gotten so much faster, and i will actually finally use notion from my phone now",app,2
"since lockdown, quality of fruits and vegetables has drastically gone down.",vegetables,0
provide reset password instructions.,password,1
this app is unusable due to the slowness.,app,2
"the ease of ordering, timely delivery and best part can use the vacation option when not home.a suggestion.should increase the variety of products sold.",vacation option,2
@ianaitchison @roamresearch @notionhq notion support suggested to me that import may fail with a note whose attribu.,support,0
best note taking app I have ever used.,Note taking app,2
i have purchased fruits like watermelon and puppaya the quality is very poor.i did not expect you will supply like this,fruits,2
"I use this app for everything Expenses, Asset Management.",Expenses,1
i love notion on my mac but not on my mobile: - can not copy more lines/blocks - no offline mode - extremely long time to load please fix it!,Notion,2
you can simply drag and drop the image and add it and adjust the duration from start,image,1
the dark mode is not fully dark (black),dark mode,0
would you mind sending over the workspace name or billing email address on file?,billing,1
desktop experience is great though,Desktop experience,2
hi i wanted to know if it is posible to have this beta api access to integration notion with jotform.,integration,1
the app takes too long to open.,app,0
"i have a great experience with notion on android and windows os, and it is very easy to figure out.","Windows OS,",2
the haptic feedbacks are sad even on an android device with decent haptic motor.,Android device,0
add delivery and cancel delivery timeing,delivery timeing,0
well the video show to click on the bottom right of that scene but its not there,scene,1
but i did try cancelling but the website ended up not going through,cancelling,1
@notionhq little unclear here - are guests free if we are on a paid plan?,Guests,1
you can adjust the scene duration from the timeline,scene,1
"ease of ordering, prompt delivery, refunds easy, issues resolved on chat, great range of products,",Ease,2
The web based version works great and use it a lot at the office but the app just doesn’t work the same.,web based version works great,2
i see your plan was not cancelled and 14 days was completed and so you were charged on 2nd april for business yearly plan,charged,0
supply of vegitables i.e. packing & delivery handaling is not good.,Delivery Handaling,0
After the latest update the application crashes when I tap on a record.,update,0
and the @notionhq web clipper for safari is here!,Safari,1
the reason i gave 4 stars is because notion does not have a widget for android.,widget,0
Please add sound and on screen notification,notification,0
el post donde explico como crear una web con @notionhq y @super_,con,1
my money has been deducted all fake no response to customer,money,0
now add your video on that scene and then trim for the second clip.,scene,1
notes take too long to load and open,load,0
on time delivery and customer service,customer service,2
